Username,Post Date,Content,Like Count
meow_art_coffee,10/8/2024,"奴才：近期主子們都參加左頌缽伸展班，長期係到練習高難度動作👏👏👏
想了解更多貓貓快d搵我（剷屎的奴才）預約喇🤗

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030（任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto #淡奶 #三花貓 #三色貓  #女貓 #英短 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣 #荃灣西 #香港",29
meow_art_coffee,30/7/2024,"😸貓貓咖啡店😸
忙碌的生活，讓人喘不過氣？來來來，今天帶你走進一個神奇的地方－貓咪咖啡店，讓你的身心得到徹底的放鬆！

想像一下，你坐在一個溫馨的小店裡，四周是慵懶的貓咪，它們或蜷縮在軟墊上，或在你腳邊蹭來蹭去，那柔軟的毛髮，溫暖的觸感，瞬間治愈你所有的疲憊。這裡沒有工作的壓力，沒有生活的瑣事，只有貓咪的陪伴和一杯香濃的咖啡。

#貓Cafe #貓咖 #貓貓cafe #喵公館 #meowartcoffee #catcafe #貓奴 #緬因貓 #布偶貓 #英短 #異國短毛貓 #豹貓 #星之花 #八角編 #星之花工作坊 #手作 #荃灣 #荃灣西 #香港手作店 #手工 #週末好去處 #親子活動 #貓 #寵物工作坊 #星之花 #星之花工作坊 #療癒",30
meow_art_coffee,29/7/2024,"3D & 2D拉花工作坊 詳情👇
平日收費：
$450一位，兩位或以上95折
星期六，日及公眾假期收費:
$488一位，兩位或以上95折

時間：2.5小時

工作坊流程：
1. 導師3D立體朱古力貓貓拉花示範 及 講解 
2. 學員3D立體朱古力貓貓拉花沖調體驗 
3. 小休 及 2D拉花材料準備
4. 導師咖啡沖調, 2D平面拉花示範 及 講解
5. 學員2D平面拉花沖調體驗
6. 品嘗咖啡 及 下午茶時段 -- 蛋糕1件

成功報名可額外獲送貓貓凍乾一份
感受一下被貓圍的快樂❤️

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",8
meow_art_coffee,7/7/2024,"🐱貓貓咖啡店☕️
除了貓咪，這裡還有咖啡，讓你在享受萌寵療癒的同時，味蕾也能得到滿足。想像一下，手裡捧著一杯熱騰騰的拿鐵，身邊蹲著一隻毛茸茸的小夥伴，是不是感覺生活突然美好了許多？

#貓Cafe #貓咖 #貓貓cafe #喵公館 #meowartcoffee #catcafe #貓奴 #緬因貓 #布偶貓 #英短 #異國短毛貓 #豹貓 #星之花 #八角編 #星之花工作坊 #手作 #荃灣 #荃灣西 #香港手作店 #手工 #週末好去處 #親子活動 #貓 #寵物工作坊 #星之花 #星之花工作坊 #療癒",61
meow_art_coffee,26/6/2024,"麥芽糖： 奴才成日話我好嘈
我只係鍾意叫大家投喂嘅時候快少少😽
各位奴才可以用任坐優惠投喂我架～喵～

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030(任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto # 麥芽糖 #塘貓 #肥貓  #蛋蛋 #公公 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣  #荃灣西 #香港",23
meow_art_coffee,26/6/2024,"3D & 2D拉花工作坊 詳情👇
平日收費：
$450一位，兩位或以上95折
星期六，日及公眾假期收費:
$488一位，兩位或以上95折

時間：2.5小時

工作坊流程：
1. 導師3D立體朱古力貓貓拉花示範 及 講解 
2. 學員3D立體朱古力貓貓拉花沖調體驗 
3. 小休 及 2D拉花材料準備
4. 導師咖啡沖調, 2D平面拉花示範 及 講解
5. 學員2D平面拉花沖調體驗
6. 品嘗咖啡 及 下午茶時段 -- 蛋糕1件

成功報名可額外獲送貓貓凍乾一份
感受一下被貓圍的快樂❤️

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",11
meow_art_coffee,19/6/2024,"🐱貓貓咖啡店- Meow Art Coffee
嘿，想像一下推開門的瞬間，一隻慵懶的貓咪抬頭看了你一眼，然後優雅地打了個哈欠，這是一個能讓你和喵星人零距離接觸的地方。

走進這家店，你會發現時間似乎慢了下來。貓咪們或跳上你的膝蓋小憩，或在你腳邊繞圈撒嬌，它們的存在，讓這個空間充滿了柔軟與安寧。

如果你是個需要放鬆心情、想找個地方釋放壓力的朋友，或是個不折不扣的貓奴，那麼「Meow Art Coffee」絕對是你的不二之選。別忘了帶上你的好心情，我們在這裡等你！",50
meow_art_coffee,16/6/2024,"歡迎大家向奴才查詢工作坊報價
參加我地嘅活動，個人或團體、商業機構、社福機構都冇問題架😻喵～

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",11
meow_art_coffee,16/6/2024,"歡迎大家向奴才查詢工作坊報價
參加我地嘅活動，個人或團體、商業機構、社福機構都冇問題架😻喵～

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",13
meow_art_coffee,16/6/2024,"歡迎大家向奴才查詢工作坊報價
參加我地嘅活動，個人或團體、商業機構、社福機構都冇問題架😻喵～

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",18
meow_art_coffee,1/6/2024,"奴才：Meow Art Coffee絕對係大人同小朋友黎親子活動嘅好地方😻
想了解更多貓貓快d搵我（剷屎的奴才）預約喇🤗

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030（任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto #淡奶 #三花貓 #三色貓  #女貓 #英短 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣 #荃灣西 #香港",28
meow_art_coffee,26/5/2024,"3D & 2D拉花工作坊 詳情👇
平日收費：
$450一位，兩位或以上95折
星期六，日及公眾假期收費:
$488一位，兩位或以上95折

時間：2.5小時

工作坊流程：
1. 導師3D立體朱古力貓貓拉花示範 及 講解 
2. 學員3D立體朱古力貓貓拉花沖調體驗 
3. 小休 及 2D拉花材料準備
4. 導師咖啡沖調, 2D平面拉花示範 及 講解
5. 學員2D平面拉花沖調體驗
6. 品嘗咖啡 及 下午茶時段 -- 蛋糕1件

成功報名可額外獲送貓貓凍乾一份
感受一下被貓圍的快樂❤️

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",14
meow_art_coffee,25/5/2024,"奴才：花花坐大脾技能一流😍
想了解更多貓貓快d搵我（剷屎的奴才）預約喇🤗

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030（任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto #浪浪 #呀黑 #花花 #田野 #肌肉貓 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣  #荃灣西 #香港",30
meow_art_coffee,23/5/2024,"奴才：淡奶平時會係你坐地下嘅時候走埋黎要奴才R patpat😍
想了解更多貓貓快d搵我（剷屎的奴才）預約喇🤗

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030（任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto #淡奶 #三花貓 #三色貓  #女貓 #英短 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣 #荃灣西 #香港",23
meow_art_coffee,19/5/2024,"3D & 2D拉花工作坊 詳情👇
平日收費：
$450一位，兩位或以上95折
星期六，日及公眾假期收費:
$488一位，兩位或以上95折

時間：2.5小時

工作坊流程：
1. 導師3D立體朱古力貓貓拉花示範 及 講解 
2. 學員3D立體朱古力貓貓拉花沖調體驗 
3. 小休 及 2D拉花材料準備
4. 導師咖啡沖調, 2D平面拉花示範 及 講解
5. 學員2D平面拉花沖調體驗
6. 品嘗咖啡 及 下午茶時段 -- 蛋糕1件

成功報名可額外獲送貓貓凍乾一份
感受一下被貓圍的快樂❤️

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",19
meow_art_coffee,18/5/2024,"湯丸：我係最喂食嘅小公主湯丸

任坐優惠詳情
平日任坐優惠︰
時段︰1230-2030
成人$120
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費）

星期六、日及公眾假期任坐優惠：
時段︰1100-2030（任選3小時）
成人$150
學生$100（ 需要出示學生證）
小童$100（3歲以下不收費)

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
海景Cafe｜ 咖啡｜拉花班｜朱古力拉花 ｜工作坊
📍IG：Meow Art Coffee ☎️56900686

#meowartcoffee #喵公館 #貓星人 #貓奴 #貓店長 #貓貓 #貓cafe #cat #catphoto #pizza #扁面 #淚痕  #肥貓 #異國短毛貓 #咖啡 #3D拉花 #coffee #共享空間 #租場 #包場 #工作坊 #休閒 #放鬆 #放電 #海景 #海濱公園 #南豐紗廠 #荃灣  #荃灣西 #香港",22
meow_art_coffee,13/5/2024,"🐱貓咪讀懂兒的心🐱
建議對象：小學生6-12歲

知道你很愛，很在乎你的小朋友❤️
但你懂你的小朋友，懂愛你的小朋友嗎？佢收到你對他的愛嗎?

🔆學習效果:
透過和貓貓相處，教您觀察和發掘小朋友的個性，優點，由小朋友的行為去了解他們的內在想法，讓你懂他，懂愛他，連繫到他💌

// 這個活動亦是小班教學，以遊戲的方法帶動學習氣氛提高小朋友的自律性敢於表達溫柔發問。

同時讓家長從各種活動中學習如何觀察，分析和了解自己的子女自然流露的個性，真實坦誠面對和收窄自己與子女之間的代溝。//

🔆課堂活動:
透過與動物的相處過程來提高耐性和溫柔學習如何與動物相處同時愛護小動物。

藉著畫畫的過程培養小朋友藝術的天份視覺的藝術舒緩內心嘅情緒訓練手仔小肌肉達致心靈調和。

親愛的家長也能享受與自己內心療癒的一片時刻，享受咖啡室與貓咪的純真時間，放下大人的身份好好放鬆。

🔆課堂範疇：
每一位兒童都需要有家長陪同而來，而每一位家長亦需要保持放鬆的心情，信任的態度，引導及鼓勵小朋友自由發揮。
每位家長可以保持開放和享受體驗的態度放下煩囂，在貓貓咖啡室中享受自由放鬆的心情。

若小朋友對寵物有敏感請家長特別留意此活動的適合度。

🔆師生比例：
1位導師，7-10學童

🔆上課地堂：
喵公館cafe @meow_art_coffee 

🔆2天活動正價：$520
🔆早鳥優惠：$488
🔆優惠期截至5月22日

歡迎WhatsApp 9312 1022 / DM 報名及查詢🫶🏻",14
meow_art_coffee,13/5/2024,"主子們：今次放下奴才作品同比佢裝B一下
人類如果想學記得搵我地奴才報名參加
我地會幫眼👀監視住你😼
（重點係你地之後要比凍乾我地食😻）
同埋好多謝Billy哥影到奴才咁正常
辛苦喇❤️❤️❤️
想拍攝寵物或人類相都可以搵
@billyliemh

【3D & 2D拉花工作坊】詳情👇
平日收費：
$450一位，兩位或以上95折
星期六，日及公眾假期收費:
$488一位，兩位或以上95折

時間：2.5小時

工作坊流程：
1. 導師3D立體朱古力貓貓拉花示範 及 講解 
2. 學員3D立體朱古力貓貓拉花沖調體驗 
3. 小休 及 2D拉花材料準備
4. 導師咖啡沖調, 2D平面拉花示範 及 講解
5. 學員2D平面拉花沖調體驗
6. 品嘗咖啡 及 下午茶時段 -- 蛋糕1件

成功報名可額外獲送貓貓凍乾一份
感受一下被貓圍的快樂❤️

詳情/報名查詢
Whatsapp: 56900686
☕️Meow Art Coffee☕️
☀︎ www.meowartcoffee.com
貓Cafe｜ 咖啡｜朱古力｜拉花班｜工作坊｜
📍IG：Meow Art Coffee ☎️56900686

#貓Cafe #meowartcoffee #3D貓貓 #cafe #workshop #咖啡課程 #咖啡用具 #咖啡烘焙 #咖啡豆 #手沖咖啡 #coffee #barista #latteart #拉花 #咖啡班 #拉花班 #咖啡拉花 #3D拉花 #學拉花 #拉花體驗 #拉花教學 #2024",24
